idx,Nickname,HOMO(eV),LUMO(eV),bandgap(eV),Ref.No,smiles_monomer,smiles_oligomer
754,PC1BT6,-5.48,-3.47,2.01,S439,CCCCCCOc1c(OCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc5c6cc7c(cc6n(C)c5cc3-4)-c3ccc(C)cc3C7(CCCCCC)CCCCCC)s2)c2nsnc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2ccc3-c4cc5n(C)c6cc7-c8ccc(C)cc8C(C)(C)c7cc6c5cc4C(C)(C)c3c2)c2nsnc2c1-c1ccc(C)s1
755,PBDTTPD (P2),-5.52,-3.82,1.7,S229,CCCCCCc1cc(CCCCCC)c(-c2sc(-c3c4cc(-c5sc(C)c6c5C(=O)N(CCCCCC)C6=O)sc4c(-c4cc(CCCCCC)c(-c5sc(CCCCCC)cc5CCCCCC)s4)c4cc(C)sc34)cc2CCCCCC)s1,CN1C(=O)c2c(C)sc(-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3sc(-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4C(=O)N(C)C(=O)c34)c2C1=O
756,PBDTfDTBT-L,-5.44,-3.46,1.98,S454,CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4sc(-c5cc6c7nsnc7c7cc(-c8cc(CC(CC)CCCC)c(C)s8)sc7c6s5)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1cc2c3nsnc3c3cc(sc3c2s1)-c1cc(C)c(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1cc2c3nsnc3c3cc(sc3c2s1)-c1cc(C)c(C)s1
757,PBDT2FBT,-5.6,-3.84,1.76,S218,CCCCCCC(CCCC)CCc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CCC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
758,PIC-DTBT,-5.45,-3.54,1.91,S20,CCCCCCCCCCC(CCCCCCCCCC)n1c2cc(C)ccc2c2cc3c(cc21)c1ccc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)cc1n3C(CCCCCCCCCC)CCCCCCCCCC,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc4c(cc32)n(C)c2cc(C)ccc42)c2nsnc12
759,P[T3(C6)-iI(HD)]-2,-5.29,-3.71,1.58,S296,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CCCCCC)c(-c5ccc(-c6sc(C)cc6CCCCCC)s5)s4)ccc32)c2ccc(C)cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2ccc3\C(C(=O)N(C)c3c2)=C2/C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(C)cc2C)c2ccc(C)cc12
760,PBDTfDTBO-L,-5.51,-3.5,2.01,S454,CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4sc(-c5cc6c7nonc7c7cc(-c8cc(CC(CC)CCCC)c(C)s8)sc7c6s5)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1cc2c3nonc3c3cc(sc3c2s1)-c1cc(C)c(C)s1
761,PBDTfDTBS-L,-5.4,-3.48,1.92,S454,CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4sc(-c5cc6c7n[se]nc7c7cc(-c8cc(CC(CC)CCCC)c(C)s8)sc7c6s5)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1cc2c3n[se]nc3c3cc(sc3c2s1)-c1cc(C)c(C)s1
762,PC2BT,-5.54,-3.54,2,S439,CCCCCCc1cc(-c2ccc(-c3cc(CCCCCC)c(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4cc6c7cc8c(cc7n(CC)c6cc4-5)-c4ccc(C)cc4C8(CCCCCC)CCCCCC)s3)c3nsnc23)sc1C,Cc1cc(sc1C)-c1ccc(-c2cc(C)c(s2)-c2ccc3-c4cc5n(C)c6cc7-c8ccc(C)cc8C(C)(C)c7cc6c5cc4C(C)(C)c3c2)c2nsnc12
763,PNDTI-T,-5.8,-4.4,1.4,S100,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c3cc(C)sc3c3c4c(c5cc(-c6ccc(C)s6)sc5c(c24)C1=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O,CN1C(=O)c2c3cc(C)sc3c3C(=O)N(C)C(=O)c4c5cc(sc5c(C1=O)c2c34)-c1ccc(s1)-c1cc2c3C(=O)N(C)C(=O)c4c5sc(cc5c5C(=O)N(C)C(=O)c(c2s1)c5c34)-c1ccc(C)s1
764,PBT1-MP,-5.49,-3.63,1.86,S173,CCCCCCCC[C@H](CCCCCC)Cc1sc(C[C@@H](CCCCCC)CCCCCCCC)c2c1C(=O)c1c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(SCC(C)C)s6)c6sc(C)cc6c(-c6ccc(SCC(C)C)s6)c5s4)s3)c1C2=O,Cc1ccc(s1)-c1sc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2sc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3c2C(=O)c2c(C)sc(C)c2C3=O)c2c1C(=O)c1c(C)sc(C)c1C2=O
765,PBT1-BO,-5.4,-3.59,1.81,S173,CCCCCCC(CCCC)CSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SC[C@@H](CCCC)CCCCCC)s3)c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@@H](CC)CCCC)sc(C[C@@H](CC)CCCC)c5C6=O)s4)sc23)s1,Cc1ccc(s1)-c1sc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2sc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3c2C(=O)c2c(C)sc(C)c2C3=O)c2c1C(=O)c1c(C)sc(C)c1C2=O
766,PTTDBC-PhQC8,-5.31,-3.42,1.89,S147,CCCCCCc1cc2c3cc(C)sc3c3cc4c(cc3c2s1)c1cc2c(cc1n4CCCCCC)c1scc(-c3ccc(C)c4nc(-c5cccc(OCC(CC)CCCC)c5)c(-c5cccc(OCC(CC)CCCC)c5)nc34)c1c1cc(CCCCCC)sc21,Cc1cc2c3cc(C)sc3c3cc4c(cc3c2s1)n(C)c1cc2c3scc(-c5ccc(-c6cc7c8cc(C)sc8c8cc9c(cc8c7s6)n(C)c6cc7c8scc(-c%10ccc(C)c%11nc(-c%12ccccc%12)c(nc%10%11)-c%10ccccc%10)c8c8cc(C)sc8c7cc96)c6nc(-c7ccccc7)c(nc56)-c5ccccc5)c3c3cc(C)sc3c2cc41
767,PBDTP-FDPP,-5.33,-3.81,1.52,S388,CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)cc6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)cc6)c5s4)o3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)o1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)o1)c1ccc(o1)-c1cc2c(-c3ccccc3)c3sc(cc3c(-c3ccccc3)c2s1)-c1ccc(o1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(o1)-c1cc2c(-c3ccccc3)c3sc(C)cc3c(-c3ccccc3)c2s1
768,PBDTP-DPP,-5.35,-3.89,1.46,S388,CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)cc6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)cc6)c5s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2c(-c3ccccc3)c3sc(cc3c(-c3ccccc3)c2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(-c3ccccc3)c3sc(C)cc3c(-c3ccccc3)c2s1
